Artist,Song Name,Author of Custom (CLICK HERE TO FIND THE FILES)
Dream Theater,Take the Time,Onyxite
Dream Theater,The Dark Eternal Night,Onyxite
Dream Theater,The Enemy Inside ,Onyxite
Dream Theater,The Glass Prison,Onyxite
Dream Theater,The Great Debate,Onyxite
Dream Theater,The Holiday Spirit Carries On,Onyxite
Dream Theater,The Ministry of Lost Souls,Onyxite
Dream Theater,The Mirror,Onyxite
Dream Theater,The Ones Who Help to Set the Sun,Onyxite
Dream Theater,The Root Of All Evil,Onyxite
Dream Theater,These Walls,Onyxite
Dream Theater,This Dying Soul,Onyxite
Dream Theater,Trial Of Tears,Onyxite
Dream Theater,Vacant,Onyxite
Dream Theater,Voices,Onyxite
Dream Theater,Wither,Onyxite
Dream Theater,Instrumedley,MMSRhino
Dream Theater ,Under A Glass Moon,Onyxite
Dream Theater ,Untethered Angel,MMSRhino
Dream Theater ,Moment of Betrayal,MMSRhino
Dream Theater ,Untethered Angel (Mike Mangini Playthrough),MMSRhino
Dream Theater ,The Alien,Onyxite
Dream Theater ,Three Days,MMSRhino
Dream Theater ,Transcending Time,Onyxite
Dream Theater ,Sleeping Giant,Onyxite
Dyed In Grey,Gates Of Catharsis,Xane60
Dyed In Grey,The Absonite Path,Xane60
Dyed In Grey,Veil Of Oblivion,Xane60
Dying Fetus,Wrong One To Fuck With ,Xane60
Dying Fetus,Atrocious By Nature,Xane60
Dying Fetus,Reveling In The Abyss,Xane60
Dying Fetus,Your Treachery Will Die With You,Xane60
Dying Fetus,From Womb to Waste,SoundHaven
Dying Fetus ,Second Skin,Xane60
Dying Fetus ,Ethos Of Coercion,Xane60
Dysphoria,The Apogee Of Human Race Time Being,Xane60
Edu Falaschi ,Rainha Do Luar,Xane60 
Edu Falaschi ,Face Of The Storm,Xane60 
Edu Falaschi ,Crosses,Xane60 
Edu Falaschi ,The Ancestry,Xane60 
Edu Falaschi ,Skies In Your Eyes,Xane60 
Edu Falaschi ,Sea Of Uncertainties,Xane60 
Edu Falaschi ,Bonfire Of The Vanities,Xane60 
Edu Falaschi ,Mirror Of Delusion,Xane60 
Edu Falaschi ,Fire With Fire,Xane60 
Edu Falaschi ,Land Ahoy,Xane60 
Eidola ,Tetelestai,Boo
Eidola ,Counterfeit Shrines ,Boo
El Estepario Siberiano ,Toxicity [System of a Down],Moochalacho
Electrocution 250,Ridiculosous,Onyxite
Elise Trouw,Make Believe,SoundHaven
Elision ,Lifeblood (feat. Dylan Gillies-Parsons),SoundHaven
Elision ,Utopia,SoundHaven
Elision ,The Wretched of the Earth,SoundHaven
Elision ,The Spirit (feat. Buster Odeholm),SoundHaven
Emmure,Smokey,SoundHaven
END,Covet Not,SoundHaven
END,Pariah,RhythMassacre
END,Necessary Death,RhythMassacre
END,Love Let Me Die,RhythMassacre
END,From the Unforgiving Arms of God,RhythMassacre
END,From the Unforgiving Arms of God (Full Album) ,RhythMassacre
END,Chewing Glass,RhythMassacre
END,Usurper,RhythMassacre
END,Survived by Nothing,RhythMassacre
Endeverafter,I Wanna Be Your Man,Grinnz
Enterprise Earth,Deathwind,Xane60
Enterprise Earth,Mortem Incarnatum,Xane60
Entheos,New Light,SoundHaven
Entheos,Neural Damage (Navene Koperweis Drum Playthrough) ,SoundHaven
Entheos,Primal (Navene Koperweis Drum Playthrough) ,SoundHaven
Entheos,Perpetual Miscalculations (Navene Koperweis Drum Playthrough) ,SoundHaven
Entheos,Specific Meaning In A Group Of Dots (Navene Koperweis Drum Playthrough),Xane60
Epiphany from the Abyss ,II - Fury,LillianOfficial
Equipoise ,Illborn Augury,Xane60
Equipoise ,Sovereign Sacrifices,Xane60
Equipoise ,Alchemic Web Of Deceit,Xane60
Equipoise ,A Suit Of My Flesh,Xane60
Equipoise ,Waking Divinity,Xane60
Equipoise ,Sigil Insidious,Xane60
Equipoise ,Eve Of The Promised Day,Xane60
Equipoise ,Dualis Flamel,Xane60
Equipoise ,Squall Of Souls,Xane60
Equipoise ,Ouroboric,Xane60
Equipoise ,Cast Into Exile,Xane60
Eric Moore,Get Ur Freak On [Missy Elliott],Xane60
Eric Moore ,This Is America [Childish Gambino],SoundHaven
Eric Moore & Daniel Cardenas,Drum Shed,Xane60
ERRA,Dreamwalkers,Xane60
Eskimo Callboy ,Hypa Hypa (feat. We Butter the Bread with Butter),SoundHaven
Eugene Ryabchenko,Laser Cannon Deth Sentence [Dethklok],Inventor211 
Every Hour Kills ,Intransigent (feat. Calle Thomer),SoundHaven
Every Time I Die ,A Colossal Wreck/Desperate Pleasures,RhythMassacre
Every Time I Die ,Map Change,YaBoiBenimaru
Evile,Thrasher,Grinnz
Exilelord,Soulless 3,Inventor211 
Eximperituserqethhzebibsiptugakkathsulweliarzaxulum ,Utpada,LillianOfficial
Fall Out Boy,Dead on Arrival,Onyxite
Falling In Reverse,Goodbye Graceful,SoundHaven
Fallujah,Ritual Of Godflesh,Xane60
Fallujah,Become One,Xane60
Fallujah,Alpha Incipient,Xane60
Fallujah,Venom Upon The Blade,Xane60
Fields of Elysium ,Papas Perfectas,Moochalacho
First Fragment,Gula,Xane60
First Fragment ,Pantheum,Boo
First Fragment ,Le Serment De Tsion,TheCourtofAPorcupine 
Fit For An Autopsy ,Still We Destroy,SoundHaven
Fleshgod Apocalypse,The Violation,SoundHaven
Fleshgod Apocalypse,Minotaur (Wrath of Poseidon),Inventor211 
Fleshgod Apocalypse,Blinded by Fear,Inventor211 
Fleshgod Apocalypse ,The Fool,Boo
Fleshgod Apocalypse ,Thru Our Scars,Inventor211
Fleshgod Apocalypse ,The Betrayal,Inventor211
Fleshgod Apocalypse ,Elegy,Inventor211
Fleshgod Apocalypse ,Fury,Boo
Fleshgod Apocalypse ,Kingborn,Inventor211
Fleshgod Apocalypse ,No (Eugene Ryabchenko Drum Cam),Inventor211
Fleshgod Apocalypse ,Conspiracy of Silence,Inventor211
Fleshgod Apocalypse ,Mafia (EP),Inventor211
Fleshgod Apocalypse ,Abyssal,Inventor211
Fleshwrought ,Mental Illness,Xane60 
Fleshwrought ,Inner Thoughts,Xane60 
Fox Vibes,Biology,Inventor211 
Fox Vibes,"Baby, I Invented the Disco",Inventor211 
Fox Vibes,Fornication Under the Consent,Inventor211 
Fox Vibes,Hawaiian Snow,Inventor211 
Fox Vibes,Seasick Crocodile ,Inventor211 
Fox Vibes,The Straw Mountain,Inventor211 
Fractal Universe ,Black Sails of Melancholia,YaBoiBenimaru
Fractal Universe ,A Clockwork Expectation,Confury
Franchouchou ,Gekkou Survive,YaBoiBenimaru
Freedom Of Fear,Nocturnal Gates ,LillianOfficial 
Freedom Of Fear,Purgatorium,LillianOfficial 
Freedom Of Fear,The Abstract Venom,LillianOfficial 
Full of Hell ,Eroding Shell,RhythMassacre
Funeral Mist,Cockatrice,SoundHaven
Gabriel Gomér,Hardest To Love [The Weeknd],SoundHaven
Gabriel Gomer ,"Kingslayer [Bring Me The Horizon, Babymetal]",SoundHaven
Galneryus,A Far-Off Distance,Xane60
Galneryus,Across The Rainbow,Xane60
Galneryus,Against The Domination,Xane60
Galneryus,Aim At The Top,Xane60
Galneryus,Alone,Xane60
Galneryus,Ancient Rage,Xane60
Galneryus,Angel Of Salvation ,Xane60
Galneryus,Attitude To Life,Xane60
Galneryus,Bash Out!,Xane60
Galneryus,Beyond Of The Ground,Xane60
Galneryus,Blame Yourself,Xane60
Galneryus,Blast Of Hell,Xane60
Galneryus,Braving Flag,Xane60
Galneryus,Braving Flag (BTEOD) ,Xane60
Galneryus,Brutal Spiral Of Emotions,Xane60
Galneryus,Burn My Heart,Xane60
Galneryus,Carry On,Xane60
Galneryus,Chain Of Distress,Xane60
Galneryus,Chasing The Wind,Xane60
Galneryus,Child Of Fire,Xane60
Galneryus,Child Of Free,Xane60
Galneryus,Come Back To Me Again,Xane60
Galneryus,Crawling In The Fate,Xane60
Galneryus,Cry For The Dark ,Xane60
Galneryus,Dawn Of Tragedy,Xane60
Galneryus,Deep Affection,Xane60
Galneryus,Departure!,Xane60
Galneryus,Destinations,Xane60
Galneryus,Destiny,Xane60
Galneryus,Don't Touch,Xane60
Galneryus,Dream Place,Xane60
Galneryus,Emotions,Xane60
Galneryus,Endless Story,Xane60
Galneryus,Enemy To Injustice,Xane60
Galneryus,Eternal Regret,Xane60
Galneryus ,Even If The Darkness Comes,Xane60
Galneryus ,Everlasting,Xane60
Galneryus ,Face To The Real,Xane60
Galneryus ,Fairy Tale,Xane60
Galneryus ,Fall In The Dark,Xane60
Galneryus ,Fate Of The Sadness,Xane60
Galneryus ,Fate Of The Sadness (ATTF),Xane60
Galneryus ,Fighting Of Eternity,Xane60
Galneryus ,Final Resolution,Xane60
Galneryus ,Future Never Dies,Xane60
Galneryus ,Glorious Aggressor,Xane60
Galneryus ,Glory,Xane60
Galneryus ,Hall Of Shame,Xane60
Galneryus ,Heavenly Punishment,Xane60
Galneryus ,Heavy Curse,Xane60
Galneryus ,Holding The Broken Wings ,Xane60
Galneryus ,Hunting For Your Dream,Xane60
Galneryus ,In The Cage,Xane60
Galneryus ,In The Delight ,Xane60
Galneryus ,Infinity,Xane60
Galneryus ,Lament,Xane60
Galneryus ,Last New Song,Xane60
Galneryus ,Lonely As A Stranger,Xane60
Galneryus ,My Faith,Xane60
Galneryus ,My Hope Is Gone ,Xane60
Galneryus ,My Last Farewell,Xane60
Galneryus ,My Last Farewell (BTEOD) ,Xane60
Galneryus ,Never Again,Xane60
Galneryus ,New Legend,Xane60
Galneryus ,No Exit,Xane60
Galneryus ,No More Tears,Xane60
Galneryus ,"Owari Naki, Kono Uta",Xane60
Galneryus ,Point Of No Return,Xane60
Galneryus ,Point Of No Return (BTEOD),Xane60
Galneryus ,Quiet Wish,Xane60
Galneryus ,Quiet Wish (ATTF) ,Xane60
Galneryus ,Raid Again,Xane60
Galneryus ,Rain Of Tears,Xane60
Galneryus ,Raise My Sword,Xane60
Galneryus ,Rebel Flag,Xane60
Galneryus ,Rebel Flag (TFOP) ,Xane60
Galneryus ,Remain Behind,Xane60
Galneryus ,Requiem ,Xane60
Galneryus ,Reward For Betrayal,Xane60
Galneryus ,Rise Up (The Legendary Pantheon),Xane60
Galneryus ,Rising Infuriation,Xane60
Galneryus ,Save You!,Xane60
Galneryus ,Scars,Xane60
Galneryus ,Seasons Cry,Xane60
Galneryus ,Secret Love,Xane60
Galneryus ,Shining Moments,Xane60
Galneryus ,Shiver,Xane60
Galneryus ,Shiver (BTEOD) ,Xane60
Galneryus ,Shriek Of The Vengeance,Xane60
Galneryus ,Sign Of Revolution ,Xane60
Galneryus ,Silent Revelation,Xane60
Galneryus ,Silent Revelation (ATTF),Xane60
Galneryus ,Soul Of The Field,Xane60
Galneryus ,Spirit Of Steel,Xane60
Galneryus ,Stand Up For The Right,Xane60
Galneryus ,Stardust,Xane60
Galneryus ,Still Loving You ,Xane60
Galneryus ,Struggle For The Freedom Flag,Xane60
Galneryus ,T.F.F.B,Xane60
Galneryus ,Tear Off Your Chain,Xane60
Galneryus ,Temptation Through The Night,Xane60
Galneryus ,The Day Of Retribution,Xane60
Galneryus ,The End Of Sorrow,Xane60
Galneryus ,The End Of The Line,Xane60
Galneryus ,The Flag Of Reincarnation,Xane60
Galneryus ,The Flag Of Reincarnation (R),Xane60
Galneryus ,The Flame,Xane60
Galneryus ,The Followers,Xane60
Galneryus ,The Force Of Courage,Xane60
Galneryus ,The Garden Of The Goddess,Xane60
Galneryus ,The Guide,Xane60
Galneryus ,The Judgement Day,Xane60
Galneryus ,The Nightcraver,Xane60
Galneryus ,The Promised Flag,Xane60
Galneryus ,The Scenery,Xane60
Galneryus ,The Shadow Within,Xane60
Galneryus ,The Sign Of The Next Generation,Xane60
Galneryus ,The Time Before Dawn,Xane60
Galneryus ,The Time Has Come,Xane60
Galneryus ,The Voice of Grievous Cry,Xane60
Galneryus ,The Wind Blows,Xane60
Galneryus ,There's No Escape,Xane60
Galneryus ,Tomorrow,Xane60
Galneryus ,Ultimate Sacrifice ,Xane60
Galneryus ,Ultimatum ,Xane60
Galneryus ,United Flag,Xane60
Galneryus ,United Flag (TFOP),Xane60
Galneryus ,Vanishing Hope,Xane60
Galneryus ,Vetelgyus,Xane60
Galneryus ,Wherever You Are,Xane60
Galneryus ,Whisper In The Red Sky,Xane60
Galneryus ,Wind Of Change,Xane60
Galneryus ,Wings Of Justice,Xane60
Galneryus ,Wings Of Misery,Xane60
Galneryus ,With Sympathy,Xane60
Galneryus ,Winning The Honor,Xane60
Galneryus ,Whatever It Takes (Raise Our Hands!),Xane60
Galneryus ,Flames Of Rage,Xane60
Galneryus ,The Howling Darkness,Xane60
Galneryus ,Hold On,Xane60
Galneryus ,Bleeding Sanity,Xane60
Galneryus ,Deep Affection (2021 Edition),Xane60
Galneryus ,See The Light Of Freedom,Xane60
Galneryus ,Everlasting (2021 Edition),Xane60
Gatekeeper,The Nihilist,Xane60
Gavin Harrison,The Chicken (Live on Letterman),Onyxite
Gavin Harrison,White Mist [The Pineapple Thief] ,SoundHaven
Gavin Harrison,Pair of a Perfect Four [The Pineapple Thief] ,TheCourtofaPorcupine
Gavin Harrison,In Exile [The Pineapple Thief] ,TheCourtofaPorcupine
Gavin Harrison,19 Days ,TheCourtofaPorcupine
Gavin Harrison,GNU [Ed Poole],TheCourtofaPorcupine
Gavin Harrison,Tear You Up [The Pineapple Thief] ,TheCourtofaPorcupine
Gavin Harrison,Futile (Rhythmic Visions and Horizons) [Porcupine Tree],TheCourtofaPorcupine
Gavin Harrison,Break It All [The Pineapple Thief] ,TheCourtofaPorcupine
Gavin Harrison ,Threatening War [The Pineapple Thief] ,TheCourtofaPorcupine
Gavin Harrison ,Swerve,TheCourtofaPorcupine
Gavin Harrison ,Slippin' Away ,TheCourtofaPorcupine
Gavin Harrison ,Unsettled [05ric],TheCourtofaPorcupine
Gavin Harrison ,Sound of Muzak [Porcupine Tree],TheCourtofaPorcupine
Gavin Harrison ,Quite Firm,TheCourtofaPorcupine
Gavin Harrison ,Futile [Porcupine Tree],TheCourtofaPorcupine
GEM,Vertigo,Onyxite
George Kollias,Treasure of Nemesis,Inventor211 
George Kollias,Invictus,Inventor211 
George Kollias ,Epitaph,Inventor211
Gianluca Pellerito,Bad Guy [Bille Elish] ,SoundHaven
Gianluca Pellerito,This Is America [Childish Gambino],SoundHaven
Gianluca Pellerito,Playing a Drum Shed Track,SoundHaven
Gianluca Pellerito,7 to the Power of 6 [Kaz Rodriguez],SoundHaven
Giraffes? Giraffes!,I am S/H(im)e[r] as You am S/H(im)e[r] as You are Me and We am I and I are All Our Together,Onyxite
Giraffes? Giraffes! ,Werewolf Grandma With Knives (Part Two: Don't Die),Onyxite
Glass Casket ,I Slept,Xane60
Glass Casket ,Post Traumatic Death,Xane60
Glen Monturi,Blood and Thunder [Mastodon],Inventor211 
God Forbid,Empire Of The Gun,Grinnz
Gojira ,Flying Whales,Inventor211
Gone In April ,As Hope Welcomes Death (Yanic Bercier Drum Playthrough),Xane60
Gone In April ,If You Join Me (Yanic Bercier Drum Playthrough),Xane60
Gone In April ,The Curtain Will Rise,Xane60
Gone In April ,Our Future Line ,Xane60
Gone In April ,Relentless,Xane60
Gone In April ,The Will To End A Life,Xane60
Gone In April ,Power To Heal,Xane60
Gone In April ,Haven,Xane60
Good Tiger,All Her Own Teeth,Confury
Good Tiger,Aspirations,Confury
Good Tiger,Enjoy The Rain,Confury
Good Tiger,I Paint What I See,Confury
Good Tiger,Latchkey Kids,Confury
Good Tiger,Snake Oil,Confury
Good Tiger,Where Are The BIrds,Confury
Good Tiger,67 Pontiac Firebird,Confury
Good Tiger,Grip Shoes,Confury
Good Tiger,Blueshift,Confury
Good Tiger,Float On,Confury
Good Tiger,Salt Of The Earth,Confury
Good Tiger,Such A Kind Stranger,Confury
Good Tiger,Nineteen Grams,Confury
Good Tiger,Just Shy,Confury
Good Tiger,Cherry Lemon,Confury
Good Tiger,The Devil Thinks I'm Sinking,Confury
Gorod,Wolfsmond,LillianOfficial 
Gorod,Aethra,LillianOfficial 
Gorod,Disavow Your God,LillianOfficial 
Gorod,Transcendence,YaBoiBenimaru
Gorod,Inner Alchemy,YaBoiBenimaru
Gorod,From Passion To Holiness,YaBoiBenimaru
Gorod,Celestial Nature,YaBoiBenimaru
Gorod,Dig Into Yourself,YaBoiBenimaru
Gorod,An Order To Reclaim,YaBoiBenimaru
Gorod,The Mystic Triad Of Artistry,YaBoiBenimaru
Gorod,Temple To The Art-God,YaBoiBenimaru
Gorod,Syncretic Delirium,YaBoiBenimaru
Gorod,Rejoice Your Soul,YaBoiBenimaru
Gorod,Chandra and the Maiden,YaBoiBenimaru
Gorod,Bekhten's Curse,YaBoiBenimaru
Gorod,And the Moon Turned Black,YaBoiBenimaru
Gorod,A Light Unseen,YaBoiBenimaru
Gorod,The Sentry,YaBoiBenimaru
Gorod,Inexorable,YaBoiBenimaru
Gorod,Hina,YaBoiBenimaru
Gorod,Goddess of Dirt,YaBoiBenimaru
Gorod ,Victory,YaBoiBenimaru
Gravemind,The Death Of Teyolia,Xane60
Green Day ,Emenius Sleepus ,Inventor211
Greg Puciato,Fire for Water,SoundHaven
Guttural Secrete ,Coprophilic Asphyxia,MikeCaputoDrums
Guttural Secrete ,Voyeuristic Engagement,MikeCaputoDrums
Hail The Sun,1109,HopH20
Hail The Sun,Anti-Eulogy (I Hope You Stay Dead),HopH20
Hail The Sun,Arcaine Justice,HopH20
Hail The Sun,Black Serotonin,HopH20
Hail The Sun,Body Damage,HopH20
Hail The Sun,Bound,HopH20
Hail The Sun,Burn Nice and Slow (The Formative Years),HopH20
Hail The Sun,Cosmic Narcissism,HopH20
Hail The Sun,Crying Is Only Manly If Splinters Come Out,HopH20
Hail The Sun,Culture Scars (Album),HopH20
Hail The Sun,Dead Messages,HopH20
Hail The Sun,Devaluation,HopH20
Hail The Sun,Devastate and Recalibrate,HopH20
Hail The Sun,"Dinosaur, God Hates it When We Think",HopH20
Hail The Sun,Disappearing Syndrome,HopH20
Hail The Sun,Doing the Same Thing and Expecting Different Results,HopH20
Hail The Sun,Domino,HopH20
Hail The Sun,"Eight-Ball, Coroner's Pocket",HopH20
Hail The Sun,Elephantitis (Album),HopH20
Hail The Sun,Entertainment Lies,HopH20
Hail The Sun,Falling On Deaf Ears,HopH20
Hail The Sun,Glass: Half Empty,HopH20
Hail The Sun,Gouge & Uproot/Mental Knife,HopH20
Hail The Sun,Hanging Revelation,HopH20
Hail The Sun,Hysteriantics,HopH20
Hail The Sun,Jane Doe,HopH20
Hail The Sun,Made Your Mark,HopH20
Hail The Sun,On Existence,HopH20
Hail The Sun,Feel It When Convenient,HopH20
Hail The Sun,Mental Knife (Album),HopH20
Hail The Sun,The Stranger in Our Pictures,HopH20
Hail The Sun,Devotion Cuts,HopH20
Hail The Sun,A Lesson in Lust,HopH20
Hail The Sun ,Ministry of Truth,HopH20
Hail The Sun ,Misfire,HopH20
Hail The Sun ,Missed Injections,HopH20
Hail The Sun ,Mourning Sickness,HopH20
Hail The Sun ,Never Kill a Mouse; Let it Kill Itself,HopH20
Hail The Sun ,New Age Filth (Album),HopH20
Hail The Sun ,Orion,HopH20
Hail The Sun ,"Ow! (Splidao!) [I Like It, Though]",HopH20
Hail The Sun ,Paranoia,HopH20
Hail The Sun ,Parasitic Cleanse,HopH20
Hail The Sun ,POW! Right In The Kisser! (Album),HopH20
Hail The Sun ,Punch Drunk,HopH20
Hail The Sun ,Railmaster,HopH20
Hail The Sun ,"Ready or Not, There I Go",HopH20
Hail The Sun ,Relax/Divide,HopH20
Hail The Sun ,Repellent,HopH20
Hail The Sun ,Rolling Out the Red Carpet/Human Target Practice,HopH20
Hail The Sun ,Secret Wars,HopH20
Hail The Sun ,Secret Wars (Album),HopH20
Hail The Sun ,Slander,HopH20
Hail The Sun ,"Sleep Now, And Forever Wet Your Dreams",HopH20
Hail The Sun ,Slipped My Mind,HopH20
Hail The Sun ,Solipsism,HopH20
Hail The Sun ,Spite,HopH20
Hail The Sun ,Suffocating Syndrome,HopH20
Hail The Sun ,Sunny Day,HopH20
Hail The Sun ,Testostyrannosaurus,HopH20
Hail The Sun ,The Fun in Dysfunction,HopH20
Hail The Sun ,The People That Protect Us,HopH20
Hail The Sun ,There's Plenty of Fish in the Sea (Too Bad You're Not a Fish),HopH20
Hail The Sun ,Wake (Full Album) ,HopH20
Hail The Sun ,Will They Blame Me If You Go Disappearing?,HopH20
Hail The Sun ,Words of Gratitude (Parents),HopH20
Haken,1985,Boo
Haken,A Cell Divides,Boo
Haken,Aquarium ,Boo
Haken,Atlas Stone,Boo
Haken,Because It's There,Boo
Haken,Bound By Gravity,Boo
Haken,Celestial Elixir,Boo
Haken,Cockroach King,Boo
Haken,Crystallised,Boo
Haken,Darkest Light,Boo
Haken,Deathless,Boo
Haken,Drowning in the Flood,Boo
Haken,Earthlings,Boo
Haken,Earthrise,Boo
Haken,Eternal Rain,Boo
Haken,Falling Back To Earth,Boo
Haken,Host,Boo
Haken,In Memoriam,Boo
Haken,Initiate,Boo
Haken,Insomnia,Boo
Haken,Lapse,Boo
Haken,Nil By Mouth,Boo
Haken,Nocturnal Conspiracy,Boo
Haken,Pareidolia,Boo
Haken,Portals,Boo
Haken,Premonition,Boo
Haken,Prosthetic,Boo
Haken,Puzzle Box,Boo
Haken,Red Giant,Boo
Haken,Shapeshifter,Boo
Haken,Somebody,Boo
Haken,Streams,Boo
Haken,Sun,Boo
Haken,The Architect,Boo
Haken,The Endless Knot,Boo
Haken,The Good Doctor,Boo
Haken,The Mind's Eye,Boo
Haken,The Point of No Return,Boo
Haken,Veil,Boo
Haken,Visions,Boo
Haken,Canary Yellow,Boo
Haken,Carousel,Boo
Haken,Messiah Complex,Boo
Haken,The Strain,Boo
Haken,Invasion,Boo
Haken ,Nightingale,Boo
Hangar,The Reason Of Your Conviction,Xane60
Hangar,The Infallible Emperor (1956),Xane60
Hangar,Some Light To Find My Way,Xane60
Hangar,Colorblind,Xane60
Hangar,Hastiness,Xane60
Hangar,To Tame A Land,Xane60
Hannes Grossmann ,Reeks Insidious,Inventor211
Hannes Grossmann ,Vacant Dreams,Inventor211
Hannes Grossmann ,Deep,Inventor211
Hate Eternal,The Violent Fury,LillianOfficial 
Hate Eternal,What Lies Beyond,LillianOfficial 
Hate Eternal,The Eternal Ruler,LillianOfficial 
Hate Eternal ,For Whom We Have Lost,LillianOfficial 
Hate Eternal ,The Fire of Resurrection,LillianOfficial 
Hath,Hive,LillianOfficial 
Hath,Usurpation,Inventor211
Hath,Currents,Inventor211
Hath,Accursed,Inventor211
Hath,Progeny,Inventor211
Hath,Rituals,Inventor211
Hath,To Atone,Inventor211
Hath,Withered,Inventor211
Hath,Worlds Within,Inventor211
Havok,D.O.A,Xane60
Havok,No Amnesty,Xane60
Havok ,Post-Truth Era,YaBoiBenimaru
Hedras Ramos,Insanity of the Atoms,Onyxite
Hella ,The Things That People Do When They Think No One's Looking,GanonMetroid
Hella ,Hand That Rocks the Cradle,GanonMetroid
Hella ,Been a Long Time Cousin,GanonMetroid
Hella ,Republic of Rough and Ready,GanonMetroid
Hella ,Biblical Violence,GanonMetroid
Helloween,Keeper Of The Seven Keys,Xane60
Helloween,Halloween,Xane60
Herbie Hancock,Sly,Onyxite
Here Comes The Kraken,The Legend of the Rent Is Way Hardcore,Inventor211 
Here Comes The Kraken,Don't Fail Me Darko,Xane60
Hina Kino ,Inkya Impulse,YaBoiBenimaru
Hiroki Morishita ,Gear Up For...,Boo
Hiromi,Kung-Fu World Champion,Onyxite
Hiromi,Keytalk,Onyxite
Hiromi: The Trio Project,Spark,Onyxite
Hiromi: The Trio Project,In a Trance,Onyxite
Hiromi's Sonicbloom,Real Clock vs. Body Clock = Jet Lag,Onyxite
Hiromi's Sonicbloom,Time Difference,Onyxite
Hiromi's Sonicbloom,Time Out ,Onyxite
Hollow Prophet,Infernal Cleansing ,SoundHaven
Hollow Prophet,Deluded Dominion,SoundHaven
Hollow Prophet/Scumfuck,Scumprophet,SoundHaven
HopH20,Somebody Told Me [Charlie Puth],HopH20
HopH20,Everyday [Logic],HopH20
HopH20,Believer [Imagine Dragons],HopH20
HopH20,The Vine [Tristam],HopH20
HopH20,Fat Snare 2,HopH20
HopH20,Light Switch (Charlie Puth),HopH20
Horrendous,Soothsayer,YaBoiBenimaru
Hostin ,"Awmane (Olly Steele, feat. Jakub Zytecki) ",SoundHaven
Hour of Penance,XXI Century Imperial Crusade,LillianOfficial 
Hour of Penance,The Second Babel,LillianOfficial 
Hour of Penance,Iudex,LillianOfficial 
Hour of Penance,Decimate the Ancestry of the Only God,LillianOfficial 
Hour of Penance,Paradogma,LillianOfficial 
Hour of Penance,Resurgence of the Empire,LillianOfficial 
Hour Of Penance,Sealed Into Ecstasy ,LillianOfficial 
Hour of Penance ,Enlightened Submission,LillianOfficial
Hour of Penance ,The Sun Worship,LillianOfficial
Humaniac,The 23rd Hierophant,Xane60
Humanity's Last Breath,Abyssal Mouth,SoundHaven
Humanity's Last Breath,Shoals,Xane60
Humanity's Last Breath,Fradga,SoundHaven
Humanity's Last Breath,Intro/Bellua,SoundHaven
Humanity's Last Breath,Earthless,SoundHaven
Humanity's Last Breath,Spectre ,SoundHaven
Hunhau Mitnal,Cenotes (Portal al inframundo),Xane60
Hunt The Dinosaur,Baked ,Xane60
Hunt The Dinosaur,Only [Nicki Minaj],Xane60
Hunt The Dinosaur,The Real McCoy,SoundHaven
Hunt The Dinosaur ,D.T.F/Bloodshot,SoundHaven
Hunt The Dinosaur ,I Got a Lil' Bit of That,SoundHaven
hunter1s1k,Pokemon Theme Song But Im Screaming The lyrics,MikeCaputoDrums
I Am Abomination,Lamb to the Slaughter,SoundHaven
I Am Abomination,Heir to the Throne (Chris Turner Drum Playthrough) ,SoundHaven
I Am Abomination ,Ultraterrestrial (Chris Turner Drum Playthrough),SoundHaven
I Am Abomination ,Ultraterrestrial,SoundHaven
I Am Abomination ,Heir to the Throne (feat. Tim Henson & Scott LePage of Polyphia),SoundHaven
I Am King,Monsters,SoundHaven
I Am King,Fortune In Your Failure,SoundHaven
I See Stars ,Calm Snow,Boo
"I, Omega",The Ravenous,Xane60
IDYLLS ,Maslows Dogs,GanonMetroid
Igorrr,Va Te Foutre,SoundHaven
Igorrr,Parpaing (feat. George Fisher),SoundHaven
Igorrr,Camel Dancefloor,Moochalacho
Igorrr,Musette Maximum,Moochalacho
Igorrr,Houmous,Moochalacho
Igorrr,Cheval,Moochalacho
Igorrr,Himalaya Massive Ritual,Moochalacho
Igorrr,ieuD,Moochalacho
Igorrr,Very Noise,Moochalacho
Igorrr,Kung-Fu Chevre,Moochalacho
Igorrr ,Nervous Waltz,Moochalacho
Igorrr ,Downgrade Desert,YaBoiBenimaru
Ihlo,Union,Boo
Ihlo,Reanimate,Boo
Ihlo,Parhelion,Boo
Ihsahn,Frail,Moochalacho
Ihsahn,My Heart is of the North,Moochalacho
Ilusen's Fallacy,Bots_Build_Bots_Build_Bots,Xane60
Impending Doom ,In The House Of Mourning,Xane60
Imperial Circus Dead Decadence,"Jashin no konrei, gi wa ai to shiru",Xane60
Imperial Circus Dead Decadence,"Fushoku Rusanchiman, Fushiyoku no Sarugakuza",Xane60
In Flames,Take This Life,Inventor211 
Inanimate Existence,Underneath A Melting Sky,Xane60
Inanimate Existence,Clockwork,LillianOfficial 
Infant Annihilator,Cuntcrusher,SoundHaven
Infant Annihilator,Blasphemian,Xane60
Infant Annihilator,Devotion To The Child Rape Syndicate ,Xane60
Infant Annihilator,Pray For Plagues ,Xane60
Infant Annihilator ,Soil The Stillborn,SoundHaven
Infant Annihilator ,Behold The Kingdom Of The Wretched Undying,Xane60
Inferi,A Beckoning Thrall,LillianOfficial 
